frame,player_id,x1,y1,x2,y2,center_x,center_y,_width,_height,team,jersey_color,court_x,court_y
15,5,713.0,426.0,818.0,640.0,765.5,533.0,60,140,EXCLUDED,UNKNOWN,27.744398,17.091982
15,1,1184.0,520.0,1288.0,765.0,1236.0,642.5,60,140,EXCLUDED,UNKNOWN,51.030693,23.536522
15,7,456.0,462.0,632.0,693.0,544.0,577.5,60,140,EXCLUDED,UNKNOWN,17.228283,20.485712
15,3,1313.0,555.0,1406.0,804.0,1359.5,679.5,60,140,EXCLUDED,UNKNOWN,56.98843,25.70407
15,6,1635.0,672.0,1771.0,934.0,1703.0,803.0,60,140,Team_A,GREEN,73.212715,32.859196
15,9,1202.0,751.0,1297.0,912.0,1249.5,831.5,60,140,EXCLUDED,UNKNOWN,53.01518,35.726032
15,8,224.0,473.0,335.0,683.0,279.5,578.0,60,140,EXCLUDED,UNKNOWN,3.902269,21.004023
15,4,1534.0,539.0,1617.0,784.0,1575.5,661.5,60,140,Team_B,WHITE,66.66914,24.12823
15,10,1180.0,258.0,1246.0,476.0,1213.0,367.0,60,140,Team_A,GREEN,47.90344,5.2963734
15,11,1579.0,243.0,1655.0,449.0,1617.0,346.0,60,140,Team_B,WHITE,66.527435,3.4880066
15,12,796.0,927.0,871.0,995.0,833.5,961.0,60,140,Team_B,WHITE,34.640987,45.134796
15,14,1050.0,926.0,1124.0,994.0,1087.0,960.0,60,140,Team_A,GREEN,46.47551,44.347347
15,16,912.0,943.0,1003.0,978.0,957.5,960.5,60,140,Team_A,GREEN,40.464222,44.746628
15,2,455.0,461.0,544.0,659.0,499.5,560.0,60,140,Team_B,WHITE,14.841375,19.374464
16,7,452.0,462.0,633.0,691.0,542.5,576.5,60,140,EXCLUDED,UNKNOWN,17.144194,20.420517
16,1,1190.0,516.0,1296.0,762.0,1243.0,639.0,60,140,EXCLUDED,UNKNOWN,51.330097,23.294748
16,5,693.0,425.0,805.0,644.0,749.0,534.5,60,140,EXCLUDED,UNKNOWN,26.950888,17.220264
16,6,1629.0,671.0,1760.0,931.0,1694.5,801.0,60,140,Team_A,GREEN,72.82609,32.752407
16,9,1202.0,751.0,1297.0,912.0,1249.5,831.5,60,140,EXCLUDED,UNKNOWN,53.01518,35.726032
16,8,222.0,477.0,338.0,676.0,280.0,576.5,60,140,EXCLUDED,UNKNOWN,3.912337,20.89998
16,3,1312.0,549.0,1407.0,800.0,1359.5,674.5,60,140,EXCLUDED,UNKNOWN,56.953796,25.380451
16,10,1180.0,260.0,1246.0,476.0,1213.0,368.0,60,140,Team_A,GREEN,47.91102,5.363726
16,4,1531.0,538.0,1616.0,785.0,1573.5,661.5,60,140,Team_B,WHITE,66.57923,24.131989
16,11,1579.0,243.0,1655.0,449.0,1617.0,346.0,60,140,Team_B,WHITE,66.527435,3.4880066
16,12,795.0,927.0,871.0,995.0,833.0,961.0,60,140,Team_B,WHITE,34.617355,45.136242
16,14,1050.0,925.0,1124.0,994.0,1087.0,959.5,60,140,Team_A,GREEN,46.47178,44.31556
16,2,449.0,465.0,549.0,666.0,499.0,565.5,60,140,Team_B,WHITE,14.869142,19.750168
16,16,912.0,943.0,1003.0,978.0,957.5,960.5,60,140,Team_A,GREEN,40.464222,44.746628
17,7,450.0,461.0,633.0,689.0,541.5,575.0,60,140,EXCLUDED,UNKNOWN,17.080252,20.320444
17,5,680.0,425.0,797.0,659.0,738.5,542.0,60,140,EXCLUDED,UNKNOWN,26.503342,17.744291
17,6,1624.0,670.0,1744.0,931.0,1684.0,800.5,60,140,Team_A,GREEN,72.359764,32.744484
17,9,1202.0,751.0,1297.0,912.0,1249.5,831.5,60,140,EXCLUDED,UNKNOWN,53.01518,35.726032
17,8,236.0,480.0,347.0,688.0,291.5,584.0,60,140,EXCLUDED,UNKNOWN,4.5760565,21.393839
17,1,1202.0,510.0,1305.0,754.0,1253.5,632.0,60,140,EXCLUDED,UNKNOWN,51.766357,22.817875
17,4,1529.0,537.0,1613.0,785.0,1571.0,661.0,60,140,Team_B,WHITE,66.463646,24.104574
